,y
21168,no
21170,no
21172,no
21174,no
21175,no
21176,no
21177,no
21178,no
21180,no
21181,no
21182,no
21184,no
21186,no
21187,no
21188,no
21189,no
21190,no
21192,no
21195,no
21197,no
21198,no
21199,no
21200,no
21201,no
21202,no
21205,no
21206,no
21208,no
21211,no
21212,no
21213,no
21214,no
21215,no
21217,no
21219,no
21220,no
21221,no
21223,no
21224,no
21225,no
21226,yes
21227,no
21228,no
21229,no
21232,no
21233,no
21234,no
21235,no
21236,no
21237,no
21238,no
21239,no
21241,no
21242,no
21243,no
21244,no
21245,no
21246,no
21247,no
21250,no
21251,no
21252,no
21254,no
21256,no
21257,no
21259,no
21260,no
21262,no
21264,no
21265,no
21266,no
21267,no
21268,no
21269,no
21270,no
21271,no
21273,no
21274,yes
21277,no
21278,no
21280,no
21281,no
21282,no
21284,no
21285,no
21287,no
21288,no
21289,no
21292,no
21293,no
21296,no
21298,no
21300,no
21301,no
21302,no
21303,no
21304,no
21305,no
21306,no
21307,yes
21309,no
21310,no
21311,no
21312,no
21313,no
21314,no
21315,no
21318,no
21319,no
21320,no
21321,no
21322,no
21323,no
21325,no
21326,no
21327,no
21328,no
21329,no
21330,yes
21331,no
21332,no
21334,no
21336,no
21337,no
21338,no
21339,no
21340,no
21345,no
21346,no
21347,no
21350,no
21351,no
21352,no
21354,no
21356,no
21357,no
21358,no
21359,no
21362,no
21363,no
21364,no
21366,no
21367,no
21369,no
21371,no
21372,no
21373,no
21374,no
21376,no
21377,no
21378,no
21379,no
21382,no
21383,no
21385,no
21390,no
21397,no
21398,no
21399,no
21400,no
21401,no
21402,no
21404,no
21405,no
21406,no
21409,no
21411,no
21412,no
21413,no
21414,no
21417,no
21418,no
21419,no
21420,no
21422,no
21423,no
21424,no
21426,no
21427,no
21428,no
21429,no
21430,no
21431,no
21433,no
21434,no
21435,no
21436,no
21437,no
21438,no
21439,no
21440,no
21442,no
21443,no
21445,no
21446,no
21447,no
21449,no
21450,no
21452,no
21453,no
21454,no
21456,no
21457,no
21458,no
21459,yes
21460,no
21462,no
21463,no
21465,no
21467,no
21468,no
21469,no
21470,no
21471,no
21472,no
21476,no
21477,no
21478,no
21479,no
21480,no
21481,no
21482,no
21484,no
21485,no
21486,no
21488,no
21489,no
21492,no
21493,no
21494,no
21496,no
21497,no
21498,no
21499,no
21500,no
21502,no
21503,no
21504,no
21505,no
21506,no
21507,no
21508,no
21509,no
21510,no
21511,no
21513,no
21514,no
21515,no
21517,no
21518,no
21519,no
21520,no
21522,no
21523,no
21524,no
21525,no
21526,no
21528,no
21529,no
21530,no
21531,no
21532,no
21533,no
21534,no
21535,no
21536,no
21538,no
21539,no
21542,no
21543,no
21544,no
21546,no
21547,no
21548,yes
21550,no
21551,no
21552,no
21553,no
21554,no
21555,no
21556,no
21558,no
21559,no
21561,no
21563,no
21564,no
21565,no
21566,no
21567,no
21568,no
21569,no
21570,no
21571,no
21572,no
21573,no
21574,no
21578,no
21579,no
21580,no
21581,no
21582,no
21583,no
21584,no
21586,no
21587,no
21588,no
21589,no
21590,no
21591,no
21592,no
21593,no
21594,no
21595,no
21597,no
21598,no
21599,no
21600,no
21601,no
21602,no
21603,no
21604,no
21605,no
21606,no
21607,no
21608,no
21609,no
21610,no
21611,no
21612,no
21613,no
21615,no
21616,no
21617,no
21618,no
21621,no
21622,no
21623,no
21624,no
21625,no
21626,no
21627,no
21628,no
21629,no
21630,no
21632,no
21633,no
21634,no
21635,no
21636,no
21638,no
21639,no
21640,no
21641,no
21643,no
21644,no
21645,yes
21646,no
21647,no
21648,no
21650,no
21651,no
21652,no
21653,no
21654,no
21655,yes
21656,no
21657,no
21658,no
21659,no
21660,no
21661,no
21662,no
21663,no
21664,no
21666,no
21667,no
21668,no
21670,no
21671,no
21673,no
21677,no
21679,no
21680,no
21681,no
21686,no
21688,no
21689,no
21690,no
21691,no
21692,no
21694,no
21695,no
21696,no
21698,no
21699,no
21700,no
21702,no
21703,no
21704,no
21705,no
21706,no
21708,no
21709,no
21710,no
21712,no
21713,no
21715,yes
21716,no
21717,no
21719,no
21721,no
21722,no
21723,no
21724,no
21725,no
21726,no
21728,no
21729,no
21730,no
21731,no
21734,no
21736,no
21737,no
21738,no
21739,no
21740,no
21741,no
21742,no
21743,no
21744,no
21745,no
21746,no
21747,yes
21748,no
21749,no
21750,no
21754,no
21756,no
21757,no
21758,no
21759,no
21760,no
21761,yes
21762,no
21763,no
21764,no
21765,no
21766,no
21767,no
21768,no
21769,no
21770,no
21771,no
21772,no
21773,no
21774,no
21775,no
21776,no
21777,no
21779,no
21780,no
21781,no
21782,no
21783,yes
21784,no
21785,no
21789,no
21792,no
21793,no
21794,no
21795,no
21796,no
21797,no
21798,no
21799,no
21800,no
21801,no
21803,no
21804,no
21805,no
21806,no
21808,no
21809,no
21810,no
21811,no
21814,no
21815,no
21816,no
21817,no
21818,no
21819,no
21820,no
21821,no
21824,no
21825,no
21827,no
21828,no
21829,no
21830,no
21831,no
21833,no
21836,yes
21838,no
21839,no
21840,no
21841,no
21843,no
21844,no
21845,no
21846,no
21847,yes
21848,no
21850,no
21851,no
21852,no
21853,yes
21854,no
21856,no
21857,no
21858,no
21862,no
21863,no
21865,no
21866,no
21867,no
21869,no
21870,no
21872,no
21873,no
21875,no
21876,no
21877,no
21879,yes
21881,no
21882,yes
21883,no
21884,no
21885,no
21887,no
21888,no
21890,no
21891,no
21892,no
21893,no
21894,no
21895,no
21896,no
21897,no
21898,no
21899,no
21900,no
21904,no
21905,no
21906,no
21907,no
21908,no
21909,no
21910,no
21911,no
21912,yes
21914,no
21915,no
21916,no
21917,no
21918,no
21919,no
21920,no
21921,no
21922,no
21923,no
21924,no
21925,no
21928,no
21929,no
21930,no
21932,no
21933,no
21934,no
21935,no
21937,no
21939,no
21940,no
21941,no
21942,no
21944,no
21945,no
21946,no
21947,no
21948,no
21949,no
21950,yes
21951,no
21952,no
21954,no
21955,no
21956,no
21957,no
21958,no
21959,no
21960,no
21961,no
21962,no
21963,no
21964,no
21965,no
21966,no
21967,no
21968,no
21969,no
21971,no
21972,no
21973,no
21975,no
21976,no
21977,no
21978,no
21979,no
21980,no
21981,no
21983,no
21984,yes
21985,no
21986,no
21987,no
21988,no
21989,no
21990,no
21991,yes
21992,no
21993,no
21994,no
21995,no
21996,no
21997,no
21999,no
22000,no
22001,no
22002,no
22003,no
22005,no
22006,no
22007,no
22008,no
22009,no
22010,no
22011,no
22012,no
22013,no
22014,yes
22015,no
22016,no
22017,no
22018,no
22019,no
22020,no
22021,no
22022,no
22023,no
22024,no
22025,no
22026,no
22027,no
22029,no
22030,no
22031,no
22032,no
22033,no
22035,no
22036,no
22038,no
22039,no
22040,no
22041,no
22042,no
22043,no
22044,no
22045,yes
22048,no
22049,no
22051,no
22052,no
22053,no
22055,no
22059,no
22060,yes
22061,no
22063,no
22067,no
22068,no
22069,no
22070,no
22072,no
22073,no
22074,no
22075,no
22076,no
22079,no
22080,no
22081,no
22082,no
22084,no
22085,no
22086,no
22087,no
22088,no
22089,no
22090,no
22092,no
22093,no
22094,no
22095,no
22096,no
22097,no
22100,no
22101,no
22103,no
22104,no
22105,no
22106,no
22107,no
22108,no
22111,no
22112,no
22113,no
22114,no
22115,no
22116,no
22117,no
22118,no
22119,no
22120,no
22123,no
22124,no
22125,no
22126,no
22127,no
22128,no
22129,no
22130,no
22131,no
22132,no
22135,no
22136,no
22137,no
22141,no
22142,no
22143,no
22144,no
22145,no
22146,no
22148,no
22149,no
22151,no
22152,no
22153,no
22155,no
22156,no
22157,yes
22160,no
22161,no
22162,no
22163,no
22167,no
22168,no
22169,no
22170,yes
22171,no
22172,no
22173,no
22174,no
22175,no
22176,no
22177,no
22178,no
22179,no
22180,no
22181,no
22182,no
22183,no
22184,no
22185,no
22186,no
22187,no
22188,no
22189,no
22190,no
22191,no
22192,yes
22194,no
22195,no
22196,no
22198,yes
22199,no
22200,no
22201,no
22202,no
22204,no
22205,no
22207,no
22208,no
22209,no
22210,no
22212,no
22213,no
22214,no
22215,no
22216,no
22217,no
22219,no
22220,yes
22221,no
22222,no
22223,no
22224,no
22226,no
22227,no
22228,no
22231,no
22232,no
22235,no
22238,no
22239,no
22240,no
22242,no
22243,no
22244,no
22245,no
22246,no
22249,no
22250,no
22251,no
22252,no
22256,no
22257,no
22258,no
22259,no
22260,no
22261,no
22262,no
22263,no
22266,no
22267,yes
22268,no
22271,no
22272,no
22274,no
22275,no
22276,no
22277,no
22278,no
22279,no
22280,no
22281,no
22282,no
22283,no
22284,no
22285,no
22286,no
22287,no
22288,no
22289,no
22290,yes
22291,no
22292,no
22293,no
22294,no
22295,no
22296,no
22297,no
22298,no
22299,no
22302,no
22303,no
22305,no
22306,no
22307,no
22308,no
22309,no
22310,no
22315,no
22316,no
22317,no
22318,no
22319,no
22320,no
22321,no
22323,no
22324,yes
22325,no
22326,no
22327,no
22328,no
22329,no
22330,no
22331,no
22332,no
22333,no
22334,no
22335,no
22337,no
22338,yes
22341,no
22343,no
22344,no
22345,no
22348,no
22349,no
22350,no
22351,no
22352,no
22354,no
22356,no
22357,no
22358,no
22360,no
22361,no
22362,no
22363,no
22366,no
22369,no
22370,no
22371,no
22372,no
22374,no
22375,no
22376,no
22377,no
22378,no
22379,no
22380,no
22381,no
22382,no
22383,no
22384,no
22385,no
22386,no
22387,no
22389,no
22390,yes
22391,no
22392,no
22394,no
22395,no
22396,no
22397,no
22398,no
22400,no
22401,yes
22402,no
22403,no
22404,no
22405,no
22406,no
22407,no
22408,no
22409,no
22410,no
22411,no
22412,no
22413,no
22416,no
22417,no
22419,no
22421,yes
22422,no
22423,yes
22424,no
22425,no
22427,no
22429,no
22430,no
22431,no
22432,yes
22433,no
22434,no
22435,no
22436,no
22437,no
22438,no
22439,no
22441,no
22442,no
22443,no
22444,no
22445,no
22447,no
22449,no
22450,no
22451,no
22452,yes
22453,no
22454,no
22455,no
22456,no
22458,no
22459,no
22460,no
22462,no
22464,no
22465,no
22466,no
22467,no
22468,no
22470,no
22471,no
22472,no
22473,no
22474,no
22475,no
22476,no
22477,no
22478,no
22480,no
22481,no
22482,no
22483,no
22484,no
22486,no
22488,no
22490,no
22491,no
22492,no
22494,no
22495,no
22496,no
22497,yes
22498,no
22499,no
22500,no
22502,no
22504,no
22506,no
22508,no
22509,no
22510,no
22511,no
22512,no
22513,no
22515,no
22516,no
22518,no
22519,no
22520,no
22521,no
22522,no
22523,no
22524,no
22525,no
22526,no
22529,no
22530,no
22531,no
22532,no
22534,no
22536,yes
22537,no
22538,no
22539,no
22540,no
22542,no
22543,no
22544,no
22545,no
22546,no
22549,no
22550,no
22552,yes
22553,no
22554,no
22555,no
22558,no
22559,no
22561,no
22562,no
22563,no
22566,no
22567,no
22568,no
22569,no
22570,no
22571,no
22572,no
22573,no
22574,no
22575,no
22576,no
22577,no
22578,no
22579,no
22581,no
22582,no
22583,no
22584,no
22585,no
22586,no
22589,no
22590,no
22591,no
22592,no
22593,no
22595,no
22596,no
22598,no
22599,no
22601,no
22603,no
22607,no
22608,no
22611,yes
22612,no
22613,no
22614,no
22617,no
22619,no
22620,no
22621,no
22623,no
22624,no
22626,no
22627,no
22628,no
22630,no
22631,no
22632,no
22633,no
22634,no
22635,no
22636,no
22637,no
22638,no
22639,no
22640,no
22641,no
22642,no
22643,no
22644,no
22645,no
22646,no
22647,no
22649,no
22651,no
22652,no
22653,no
22654,no
22655,no
22656,no
22657,no
22658,no
22659,no
22660,no
22661,no
22662,no
22663,no
22664,no
22665,no
22666,no
22667,no
22668,no
22669,no
22671,no
22672,no
22673,no
22674,no
22675,no
22676,no
22678,no
22679,no
22680,no
22681,no
22682,no
22683,no
22684,no
22685,no
22686,no
22687,no
22688,no
22689,no
22690,no
22691,no
22692,no
22693,no
22694,no
22695,no
22696,no
22697,no
22698,no
22699,no
22700,no
22702,no
22703,no
22704,no
22705,no
22707,no
22709,no
22710,no
22712,no
22713,no
22714,yes
22716,no
22717,no
22718,no
22719,no
22721,no
22722,no
22723,no
22724,no
22725,no
22727,no
22728,no
22729,no
22730,no
22731,no
22732,no
22733,no
22734,no
22735,no
22736,no
22738,no
22740,no
22741,no
22742,no
22745,no
22747,no
22749,no
22751,no
22752,no
22753,no
22754,no
22755,yes
22756,no
22757,no
22758,no
22761,no
22762,no
22763,no
22764,yes
22765,no
22767,no
22768,no
22769,no
22771,no
22774,no
22775,no
22776,no
22777,no
22778,no
22780,no
22781,no
22782,no
22783,yes
22785,no
22786,yes
22787,no
22789,no
22790,no
22791,no
22792,no
22793,no
22794,no
22796,no
22797,no
22798,no
22799,no
22801,no
22803,no
22805,no
22806,no
22807,no
22808,no
22809,no
22810,no
22812,no
22813,no
22814,no
22815,no
22816,no
22818,no
22819,no
22820,no
22821,no
22823,no
22824,yes
22825,no
22827,no
22828,no
22829,no
22830,no
22831,no
22833,no
22834,no
22835,no
22836,no
22838,no
22839,no
22840,yes
22841,no
22843,no
22844,no
22845,no
22846,no
22847,no
22848,no
22849,no
22850,no
22851,no
22852,no
22853,no
22854,no
22856,no
22857,no
22858,no
22859,yes
22860,no
22861,no
22863,no
22864,no
22865,no
22866,no
22867,no
22868,no
22869,no
22871,no
22872,no
22874,no
22875,no
22876,no
22877,no
22879,no
22880,no
22882,no
22883,no
22884,no
22885,no
22886,no
22888,no
22890,no
22891,no
22892,no
22893,no
22894,no
22895,no
22896,no
22897,no
22898,no
22899,no
22900,no
22901,no
22902,no
22903,no
22904,yes
22906,no
22908,no
22909,no
22910,no
22913,no
22914,no
22916,no
22917,no
22918,no
22919,no
22920,no
22922,no
22923,no
22924,no
22925,no
22926,no
22927,no
22928,no
22929,no
22930,no
22931,no
22932,no
22933,no
22934,no
22935,no
22938,no
22939,no
22942,no
22944,no
22945,no
22946,no
22947,no
22948,no
22949,no
22952,no
22954,no
22955,no
22956,no
22957,no
22958,no
22959,no
22960,no
22961,no
22964,yes
22966,no
22967,no
22968,no
22969,no
22970,no
22971,no
22972,no
22973,no
22975,no
22976,no
22977,no
22979,no
22980,no
22981,no
22985,no
22986,no
22988,no
22989,no
22990,no
22991,no
22992,no
22993,no
22995,no
22996,no
22997,yes
22998,yes
22999,no
23000,no
23001,no
23002,no
23003,no
23004,no
23005,no
23006,no
23007,no
23009,no
23010,no
23011,no
23012,no
23013,no
23016,no
23017,no
23019,yes
23020,yes
23021,no
23022,no
23024,no
23025,no
23027,no
23030,no
23032,yes
23033,no
23034,no
23035,no
23036,no
23039,no
23040,no
23042,no
23043,no
23044,no
23045,no
23046,no
23047,no
23048,no
23049,no
23050,no
23051,no
23052,no
23054,no
23056,no
23057,no
23060,no
23061,no
23062,no
23063,no
23064,no
23065,no
23066,no
23067,no
23069,no
23070,no
23071,no
23072,no
23073,no
23074,no
23076,no
23077,no
23081,no
23082,no
23084,no
23085,no
23086,no
23087,no
23089,no
23091,no
23092,no
23095,no
23096,no
23097,no
23098,no
23099,no
23100,no
23101,no
23102,no
23103,no
23104,no
23105,no
23106,no
23107,no
23108,no
23109,no
23110,no
23111,no
23112,no
23113,no
23114,no
23115,no
23117,no
23118,no
23119,no
23120,no
23121,no
23122,no
23123,no
23124,no
23125,no
23126,no
23127,no
23128,no
23129,no
23131,no
23132,no
23133,no
23134,no
23136,no
23137,no
23138,no
23139,no
23141,no
23144,no
23145,no
23146,no
23147,no
23148,no
23149,no
23151,no
23152,no
23153,no
23154,no
23155,no
23156,no
23157,no
23158,yes
23159,no
23160,yes
23161,no
23162,no
23163,no
23166,no
23168,no
23169,no
23170,no
23172,no
23175,no
23176,no
23177,no
23179,no
23180,no
23181,no
23182,no
23184,no
23185,no
23187,no
23188,no
23192,no
23193,no
23195,no
23198,no
23199,no
23201,no
23202,no
23203,no
23204,no
23206,no
23207,no
23208,no
23209,no
23210,no
23212,no
23213,no
23215,no
23216,no
23217,no
23218,no
23219,no
23220,no
23221,no
23222,no
23223,no
23224,no
23225,no
23226,no
23228,yes
23230,no
23231,no
23232,no
23233,no
23234,no
23235,yes
23236,no
23237,no
23240,no
23241,no
23242,no
23243,no
23247,no
23248,no
23249,no
23250,no
23251,yes
23252,no
23253,no
23254,no
23255,no
23256,no
23258,no
23259,no
23260,no
23261,no
23262,no
23263,no
23264,no
23265,no
23267,yes
23268,no
23269,no
23271,no
23272,no
23274,no
23275,no
23276,no
23277,no
23278,no
23279,no
23280,no
23281,no
23282,no
23283,no
23284,no
23285,no
23286,no
23287,no
23288,no
23289,no
23290,no
23291,no
23292,no
23293,no
23295,yes
23296,no
23297,no
23298,no
23301,no
23302,no
23303,no
23304,no
23305,yes
23306,no
23307,no
23308,no
23309,no
23312,no
23313,no
23315,no
23316,no
23318,no
23319,no
23321,no
23322,no
23323,no
23324,no
23325,no
23326,no
23327,no
23330,yes
23331,no
23333,no
23337,no
23338,no
23339,no
23340,no
23341,no
23342,no
23343,no
23344,no
23347,no
23348,no
23350,no
23351,no
23352,no
23354,no
23355,no
23356,no
23357,yes
23358,no
23359,no
23360,yes
23361,no
23363,no
23364,no
23365,no
23366,no
23367,no
23368,no
23369,no
23371,no
23374,no
23375,no
23376,no
23378,no
23379,no
23380,no
23381,no
23382,no
23383,no
23384,no
23385,no
23386,no
23387,no
23389,no
23392,no
23393,no
23394,no
23395,no
23396,no
23397,no
23398,no
23399,no
23400,no
23401,no
23402,no
23403,no
23405,no
23406,no
23407,no
23408,no
23409,no
23411,no
23412,no
23413,no
23415,no
23417,no
23418,no
23419,no
23420,no
23422,no
23423,no
23424,no
23425,no
23426,no
23427,no
23428,no
23429,no
23430,no
23431,no
23432,no
23433,no
23434,no
23435,no
23437,no
23438,no
23440,no
23441,no
23442,no
23443,no
23444,no
23445,no
23446,no
23447,no
23448,no
23450,no
23451,no
23452,no
23453,no
23454,no
23455,no
23456,no
23457,no
23458,no
23459,no
23460,no
23462,no
23463,no
23464,no
23465,no
23467,no
23468,no
23469,no
23470,no
23471,no
23473,no
23474,no
23475,no
23476,no
23477,yes
23478,no
23479,no
23480,no
23481,no
23482,no
23483,no
23484,no
23485,no
23486,no
23487,no
23488,no
23489,no
23490,no
23491,no
23492,no
23494,no
23495,no
23496,no
23497,no
23498,no
23499,no
23501,no
23504,yes
23505,no
23506,no
23507,no
23508,no
23509,no
23510,yes
23511,no
23512,no
23513,no
23514,no
23515,no
23516,no
23517,no
23518,no
23520,no
23521,no
23522,no
23523,no
23524,no
23525,no
23527,no
23528,no
23529,no
23530,no
23532,no
23533,no
23534,no
23535,no
23536,no
23537,no
23538,no
23539,no
23540,no
23541,no
23542,no
23543,no
23544,no
23545,no
23547,no
23549,no
23550,no
23551,no
23552,no
23553,no
23554,no
23556,no
23557,no
23558,no
23559,no
23560,no
23561,no
23562,no
23564,no
23565,no
23566,no
23567,no
23568,no
23569,yes
23570,no
23571,no
23573,no
23574,no
23575,no
23576,no
23577,yes
23578,no
23579,no
23580,yes
23581,no
23582,no
23584,no
23585,no
23586,no
23587,no
23588,no
23589,no
23591,no
23594,no
23595,no
23596,no
23598,no
23599,no
23600,no
23601,no
23602,no
23603,no
23604,no
23605,no
23607,no
23608,no
23609,no
23610,no
23611,no
23612,no
23613,no
23614,no
23615,no
23616,yes
23618,no
23619,no
23620,no
23621,no
23622,no
23623,no
23624,no
23625,no
23626,no
23627,no
23628,no
23629,yes
23630,no
23632,no
23633,no
23634,no
23636,no
23638,no
23639,no
23640,no
23641,no
23642,no
23643,no
23644,no
23645,no
23646,no
23647,no
23648,no
23649,no
23651,no
23652,no
23654,no
23655,no
23656,no
23657,no
23658,no
23661,no
23662,no
23663,no
23664,no
23665,no
23667,no
23668,no
23669,no
23670,no
23671,no
23672,no
23673,no
23674,no
23675,no
23676,no
23677,no
23678,no
23679,no
23680,no
23681,no
23682,no
23684,no
23685,no
23686,no
23687,no
23688,no
23689,no
23690,no
23691,no
23692,no
23693,no
23694,no
23695,no
23696,no
23697,no
23698,no
23699,no
23700,no
23702,no
23703,no
23704,no
23705,no
23707,no
23708,no
23709,no
23710,no
23711,no
23714,no
23715,no
23716,no
23717,no
23718,no
23719,no
23720,no
23721,no
23722,no
23723,no
23724,no
23725,no
23728,no
23729,no
23731,no
23732,no
23733,no
23734,no
23735,no
23736,no
23737,no
23739,no
23740,no
23741,no
23742,no
23743,no
23744,no
23747,no
23748,no
23749,no
23750,no
23752,no
23754,no
23755,no
23756,no
23757,no
23759,yes
23760,no
23761,no
23762,no
23763,no
23764,no
23766,no
23767,no
23769,no
23770,no
23771,no
23772,no
23773,no
23774,no
23775,no
23776,no
23777,no
23778,no
23779,no
23780,no
23781,no
23782,no
23783,no
23784,no
23785,no
23786,no
23787,no
23788,no
23789,no
23790,no
23791,no
23792,no
23793,no
23794,no
23796,no
23797,no
23798,no
23799,no
23800,no
23801,no
23802,no
23803,no
23804,no
23806,no
23807,no
23809,no
23811,no
23812,no
23814,no
23815,no
23816,no
23818,no
23819,no
23820,no
23822,no
23823,no
23824,no
23827,no
23828,no
23829,no
23830,no
23831,no
23833,no
23834,no
23835,no
23836,no
23838,no
23839,no
23840,no
23842,no
23843,no
23846,no
23847,no
23848,no
23849,no
23850,no
23852,no
23853,no
23854,no
23855,no
23857,no
23858,no
23859,no
23860,no
23861,no
23862,no
23864,no
23865,no
23867,no
23868,no
23869,no
23870,no
23871,no
23872,no
23873,no
23874,no
23875,no
23877,no
23878,no
23879,no
23880,no
23881,no
23882,no
23883,no
23884,no
23887,no
23888,no
23890,no
23891,no
23892,no
23893,no
23894,no
23896,no
23897,no
23898,no
23899,no
23901,no
23902,no
23904,no
23906,no
23908,no
23909,no
23910,no
23911,no
23912,no
23913,no
23914,no
23915,no
23917,no
23918,no
23919,no
23920,no
23921,no
23922,no
23924,no
23925,no
23926,no
23927,no
23928,no
23929,no
23930,no
23931,no
23932,no
23933,no
23934,no
23935,no
23936,no
23938,no
23939,no
23940,no
23941,no
23942,no
23943,no
23944,no
23945,no
23946,no
23947,no
23949,no
23950,no
23953,no
23955,no
23956,no
23957,no
23958,no
23959,no
23960,no
23962,no
23963,no
23964,no
23965,no
23966,no
23968,no
23972,no
23973,no
23974,no
23975,no
23976,no
23977,no
23978,no
23979,no
23980,no
23981,no
23983,no
23985,no
23986,no
23987,no
23988,no
23989,no
23990,no
23991,no
23992,no
23994,no
23995,no
23997,no
23999,yes
24000,yes
24001,yes
24004,no
24005,yes
24006,no
24009,yes
24010,no
24011,yes
24012,yes
24013,no
24014,yes
24015,yes
24016,yes
24017,yes
24018,no
24019,yes
24020,no
24021,no
24022,yes
24023,no
24024,yes
24026,no
24027,yes
24028,yes
24029,yes
24030,no
24032,yes
24033,yes
24034,no
24035,yes
24037,yes
24038,yes
24039,no
24040,yes
24042,yes
24043,no
24044,yes
24045,no
24046,yes
24048,yes
24049,yes
24050,yes
24051,yes
24052,no
24053,yes
24055,yes
24057,yes
24058,yes
24059,yes
24060,no
24061,yes
24062,yes
24064,no
24065,no
24067,no
24068,yes
24070,no
24071,no
24072,yes
24075,yes
24076,no
24077,no
24078,yes
24079,yes
24080,yes
24081,no
24082,no
24083,yes
24084,no
24085,yes
24086,no
24087,yes
24088,yes
24089,no
24090,no
24091,no
24093,no
24094,yes
24095,no
24096,yes
24097,no
24098,no
24099,no
24100,yes
24101,yes
24102,yes
24103,yes
24104,no
24105,no
24106,no
24107,no
24108,no
24109,no
24110,no
24112,no
24113,no
24114,no
24115,yes
24116,yes
24118,yes
24119,yes
24121,yes
24122,no
24123,no
24124,no
24125,no
24126,no
24128,no
24129,no
24130,no
24131,no
24132,no
24133,no
24134,no
24136,no
24137,no
24138,no
24139,no
24140,no
24142,no
24143,no
24144,no
24145,no
24146,no
24147,no
24149,no
24150,no
24151,no
24152,no
24153,no
24154,no
24156,no
24157,no
24158,no
24159,no
24160,no
24162,no
24163,no
24165,no
24166,no
24167,no
24169,no
24170,no
24171,no
24173,no
24175,no
24176,no
24178,no
24179,no
24180,no
24181,no
24182,no
24183,no
24184,no
24185,no
24186,no
24187,no
24188,no
24189,no
24190,no
24191,no
24192,no
24193,no
24194,no
24195,no
24196,no
24197,no
24198,no
24199,no
24201,no
24202,no
24203,no
24204,no
24205,no
24207,no
24208,no
24209,no
24211,yes
24212,no
24213,yes
24214,yes
24215,no
24216,no
24218,no
24219,no
24220,no
24222,no
24223,no
24224,no
24226,no
24227,no
24228,no
24229,no
24230,no
24231,no
24232,no
24235,no
24236,no
24237,no
24238,no
24239,no
24241,no
24242,no
24243,no
24244,no
24245,no
24246,no
24247,no
24251,no
24252,no
24253,no
24254,no
24255,no
24256,no
24257,no
24258,no
24260,no
24261,no
24262,no
24263,no
24264,no
24265,no
24267,no
24268,no
24269,no
24270,no
24271,no
24273,no
24274,no
24275,no
24276,no
24277,no
24278,no
24280,no
24282,no
24283,no
24284,no
24285,no
24286,no
24287,no
24288,no
24289,no
24290,no
24291,no
24292,no
24293,no
24294,no
24295,no
24296,no
24297,yes
24298,no
24299,no
24300,no
24301,no
24302,no
24303,no
24304,no
24305,no
24306,no
24307,no
24309,no
24311,no
24312,no
24313,no
24314,no
24315,no
24316,no
24317,no
24318,no
24319,no
24320,no
24321,no
24322,no
24323,no
24324,no
24325,no
24326,no
24327,yes
24329,no
24330,no
24331,no
24332,no
24334,no
24335,no
24336,no
24337,no
24338,no
24339,no
24341,no
24342,no
24346,no
24347,no
24348,no
24349,no
24350,no
24351,no
24352,no
24354,no
24356,no
24357,no
24358,no
24360,no
24361,no
24362,no
24363,no
24365,no
24366,no
24367,no
24368,no
24371,no
24372,no
24373,no
24374,no
24376,no
24377,no
24379,yes
24380,no
24381,no
24382,no
24383,no
24384,no
24386,no
24387,no
24388,no
24389,no
24390,no
24391,no
24392,no
24393,no
24394,no
24401,no
24403,no
24404,no
24405,no
24406,no
24407,no
24408,no
24409,no
24410,no
24412,no
24413,no
24414,no
24415,no
24416,no
24417,no
24418,no
24419,no
24420,no
24421,no
24422,no
24423,no
24424,no
24425,no
24426,no
24428,no
24431,no
24434,no
24439,no
24440,no
24441,no
24442,no
24443,no
24444,no
24445,no
24448,no
24449,no
24450,no
24452,no
24453,no
24454,no
24455,no
24456,no
24457,no
24458,no
24459,no
24460,no
24461,no
24463,no
24464,no
24465,no
24467,no
24468,no
24469,yes
24470,no
24471,no
24472,no
24473,yes
24474,no
24475,no
24476,no
24477,no
24478,no
24479,no
24481,no
24482,no
24483,no
24485,no
24486,no
24487,no
24488,yes
24489,no
24491,no
24492,no
24496,no
24497,no
24498,no
24499,no
24500,no
24501,no
24502,yes
24503,no
24504,no
24505,no
24506,no
24507,no
24508,no
24509,no
24510,no
24511,no
24512,no
24513,no
24514,no
24515,no
24516,no
24519,no
24520,no
24521,no
24522,no
24523,no
24525,no
24526,no
24527,no
24529,no
24531,no
24532,no
24533,no
24535,no
24536,no
24537,no
24538,no
24539,no
24540,no
24541,no
24542,no
24543,no
24544,no
24545,no
24547,no
24548,no
24549,no
24550,yes
24551,no
24552,no
24553,no
24554,no
24556,no
24557,no
24558,no
24559,no
24560,no
24561,no
24562,no
24563,no
24564,no
24565,no
24566,no
24568,no
24569,no
24572,no
24573,no
24574,no
24575,no
24576,no
24577,no
24579,no
24580,no
24581,no
24582,no
24584,no
24585,no
24586,no
24587,no
24588,no
24589,no
24590,no
24591,no
24592,no
24593,no
24594,no
24595,no
24596,no
24597,no
24598,no
24599,no
24600,no
24601,no
24602,no
24603,no
24605,no
24607,no
24608,no
24610,no
24614,no
24616,no
24617,no
24618,no
24619,no
24621,no
24622,no
24623,no
24624,no
24625,no
24626,no
24627,no
24628,no
24629,no
24632,no
24633,no
24634,no
24635,no
24637,no
24639,no
24640,no
24642,no
24643,no
24644,yes
24645,no
24646,no
24648,no
24649,no
24650,no
24651,no
24652,no
24654,no
24655,no
